,objectid,extendedness,ra,dec,mag_i,mag_g,mag_r
3965,21326840496942414,1.0,53.4491874742206,-28.3310670088024,23.4633,24.4852,23.9405
3966,21326840496942424,1.0,53.2485354907974,-28.3299427695036,22.0598,23.9865,22.6603
3967,21326840496942425,1.0,53.2471944567548,-28.3291957486515,23.3031,23.7536,23.6777
3968,21326840496942426,1.0,53.2476059625676,-28.3303298417794,23.4152,24.2854,23.8881
3969,21326840496942430,1.0,53.2571851018964,-28.3298589451201,23.4283,23.9407,23.8574
3970,21326840496942431,1.0,53.2559521230951,-28.329637057365,24.0975,24.9039,24.5443
3971,21326840496942435,1.0,53.2196234990842,-28.3294521512564,22.0828,23.5766,22.9422
3972,21326840496942440,1.0,53.2639710653403,-28.3299526312001,24.1934,23.9518,24.2414
3973,21326840496942443,1.0,53.4389911057646,-28.3303520306787,23.921,24.7722,24.1835
3974,21326840496942444,1.0,53.4384049718407,-28.3292154719068,23.602,24.9118,24.0085
3975,21326840496942446,1.0,53.3955313800725,-28.3297578628631,23.2408,23.8379,23.3651
3976,21326840496942452,1.0,53.3453590001356,-28.3294422896063,23.9053,24.8668,24.433
3977,21326840496942454,1.0,53.272579159744,-28.3290626167736,24.0076,24.9965,24.1753
3978,21326840496942459,1.0,53.265581425379,-28.32835997907,21.3196,23.2423,22.2795
3979,21326840496942460,1.0,53.2664600219191,-28.3290700129847,21.994,22.9116,22.4638
3980,21326840496942461,1.0,53.2676430868232,-28.3288160766995,23.0494,24.1789,23.7469
3981,21326840496942473,1.0,53.4178560156213,-28.3292130064997,21.8318,23.316,22.414
3982,21326840496942474,1.0,53.4159543797089,-28.3283698406196,22.6409,23.5799,22.9778
3983,21326840496942475,1.0,53.4164350269527,-28.3274157399276,22.8738,23.4354,23.3267
3984,21326840496942476,1.0,53.416626424863,-28.3256185037458,24.1952,24.8104,24.4636
3985,21326840496942556,1.0,53.3334078985206,-28.3285695371972,23.6568,24.8228,23.9029
3986,21326840496942561,1.0,53.2797674981315,-28.3277929415031,21.7388,23.5752,22.421
3987,21326840496942562,1.0,53.2801753990396,-28.328234244392,22.2688,23.5035,22.7101
3988,21326840496942582,1.0,53.3661311894438,-28.3283008097912,23.9218,24.8805,24.1762
3989,21326840496942583,0.0,53.3656394349789,-28.3284561292182,24.152,24.3139,24.4349
3990,21326840496942586,1.0,53.3058122919229,-28.3280838560508,23.4377,24.5459,23.8815
3991,21326840496942590,1.0,53.2098590841726,-28.3276277615635,22.7845,23.7611,23.4758
3992,21326840496942595,1.0,53.3217868429274,-28.3192088553259,18.0587,19.316,18.4451
3993,21326840496942596,0.0,53.3155715798803,-28.3186320059221,20.0321,20.4037,20.1243
3994,21326840496942597,0.0,53.3248304431436,-28.3179097159957,19.0912,22.2072,20.8546
3995,21326840496942598,1.0,53.3161038504524,-28.3252733589861,20.5345,22.6872,21.3262
3996,21326840496942599,0.0,53.3248441655154,-28.3167856158359,21.8271,23.4124,22.3251
3997,21326840496942600,1.0,53.3204354408634,-28.3222509248944,22.4684,22.9477,22.6215
3998,21326840496942601,1.0,53.3180898465741,-28.3241171322066,23.0163,22.5493,22.9344
3999,21326840496942602,1.0,53.3262425930919,-28.3179639491986,23.1029,24.1471,23.5767
4000,21326840496942634,0.0,53.2975686100179,-28.3278299221218,23.6941,23.8314,23.9962
4001,21326840496942636,1.0,53.2551350613984,-28.3275192853249,22.4072,23.14,22.8206
4002,21326840496942637,1.0,53.2543931948756,-28.3264369943703,24.4942,25.0676,24.8775
4003,21326840496942643,1.0,53.3755324274603,-28.3275118892217,22.6145,23.3321,22.7647
4004,21326840496942648,1.0,53.3023311731804,-28.326868430218,21.725,23.0523,22.5371
4005,21326840496942649,1.0,53.3012946247102,-28.3261929257234,23.2215,25.0417,24.1351
4006,21326840496942651,1.0,53.3016612350726,-28.3272702834686,24.6361,24.3367,24.6095
4007,21326840496942659,1.0,53.3983686825733,-28.32549030699,22.1111,23.0915,22.5207
4008,21326840496942667,1.0,53.2899824917052,-28.3254508618654,23.8423,25.0896,24.2652
4009,21326840496942668,1.0,53.2888138267437,-28.3247235950046,23.4976,24.4101,23.8587
4010,21326840496942669,0.0,53.3430197629539,-28.3249923133668,16.8627,17.3311,17.0079
4011,21326840496942670,1.0,53.3425562059413,-28.3234736937524,23.1835,23.9106,23.4448
4012,21326840496942694,0.0,53.3955841938197,-28.3252363792569,24.8175,24.8745,25.0566
4013,21326840496942700,1.0,53.2256789553837,-28.3244129672856,21.4763,22.4445,21.7439
4014,21326840496942702,0.0,53.3714519211706,-28.3245658157323,21.9145,23.1397,22.2038
4015,21326840496942703,1.0,53.3726451227188,-28.3249923133668,24.3613,25.2001,24.5419
4016,21326840496942707,1.0,53.2114824822068,-28.3240234512699,23.9677,24.8863,24.2142
4017,21326840496942716,1.0,53.4070080812081,-28.3242847719836,21.8891,22.2981,21.977
4018,21326840496942723,0.0,53.379555451413,-28.3235229992433,18.8361,19.1361,18.8982
4019,21326840496942739,1.0,53.3957225060773,-28.323370152296,24.1657,24.5317,24.2936
4020,21326840496942741,1.0,53.4323231662883,-28.322951056955,20.7555,21.5624,21.3821
4021,21326840496942742,1.0,53.4293322561025,-28.3229436611697,21.7887,22.7353,22.2411
4022,21326840496942743,0.0,53.4307708757011,-28.3222065504825,23.3409,24.168,24.0042
4023,21326840496942748,1.0,53.2864572154189,-28.3228672380851,23.7065,24.6462,23.9481
4024,21326840496942762,1.0,53.2699304958549,-28.3216987113104,22.0759,23.0848,22.3479
4025,21326840496942771,0.0,53.2437168653419,-28.3159252928203,17.0054,17.6586,17.2125
4026,21326840496942772,0.0,53.2483086700942,-28.3175226889414,17.3704,17.8488,17.489
4027,21326840496942773,1.0,53.2417902764881,-28.3198078945578,18.0756,19.4571,18.4745
4028,21326840496942774,1.0,53.2373644462664,-28.3263359153677,18.9203,20.4992,19.3682
4029,21326840496942775,1.0,53.2310219543935,-28.3235870964157,19.7415,21.8005,20.3694
4030,21326840496942776,1.0,53.2315795832306,-28.3220216572992,20.7143,22.5411,21.2638
4031,21326840496942777,1.0,53.228279925547,-28.3218293687297,21.0072,22.9541,21.5959
4032,21326840496942778,1.0,53.2371190828699,-28.3304407863222,22.3909,23.2111,22.4807
4033,21326840496942779,1.0,53.2371754129289,-28.3246841501645,21.9731,22.9953,22.5533
4034,21326840496942780,1.0,53.2338611861773,-28.3268388459897,22.7967,24.5942,23.473
4035,21326840496942781,1.0,53.2396834795272,-28.3288555230729,23.0748,24.2556,23.7253
4036,21326840496942782,0.0,53.2387900122007,-28.3288456614782,23.931,24.568,24.1573
4037,21326840496942783,1.0,53.2499552895085,-28.3191965294512,24.1241,23.739,24.1012
4038,21326840496942784,1.0,53.2376652749986,-28.3224974497419,24.4109,25.159,24.5811
4039,21326840496942785,0.0,53.2369477118202,-28.3218342992015,24.5464,24.9508,24.6701
4040,21326840496942819,1.0,53.3736717851076,-28.3224530752271,22.7448,23.918,23.1017
4041,21326840496942821,0.0,53.2979036209948,-28.3220241225395,24.5081,25.0886,25.0607
4042,21326840496942834,1.0,53.3546583845732,-28.3218688125105,21.744,21.973,22.0281
4043,21326840496942836,0.0,53.3377849419284,-28.3207274140195,18.8447,21.0177,19.7715
4044,21326840496942837,1.0,53.3359991844487,-28.3202466990998,22.8989,23.2031,22.977
4045,21326840496942838,1.0,53.3356228434696,-28.3188957785517,22.8223,24.7907,23.8451
4046,21326840496942857,0.0,53.2905512397044,-28.3213609749516,19.3849,19.7626,19.4783
4047,21326840496942858,1.0,53.2896916309017,-28.31956384113,24.0847,23.883,24.1036
4048,21326840496942873,1.0,53.2786211194148,-28.3211070570819,23.4795,24.0342,24.042
4049,21326840496942877,1.0,53.4112963096427,-28.3211391049349,21.0486,21.8408,21.5868
4050,21326840496942878,1.0,53.4132550315402,-28.3212623659981,23.6181,24.8492,24.3215
4051,21326840496942888,1.0,53.3757526093535,-28.321227852886,24.4059,24.9621,24.6084
4052,21326840496942896,1.0,53.3652411156867,-28.3209197005959,21.9115,23.8889,22.9327
4053,21326840496942897,1.0,53.3667914494788,-28.3210109135808,22.0251,24.4092,23.2121
4054,21326840496942898,1.0,53.3621675850065,-28.3209764005503,23.3476,24.2786,24.0141
4055,21326840496942899,1.0,53.3628228592643,-28.3203083290962,24.1329,24.359,24.466
4056,21326840496942910,1.0,53.4269253395557,-28.3170099418923,20.0246,21.3486,20.424
4057,21326840496942911,1.0,53.4268938530965,-28.3202195819127,21.9826,23.0691,22.3042
4058,21326840496942912,0.0,53.4268773753873,-28.3210232396658,24.3487,25.2266,24.5667
4059,21326840496942913,1.0,53.4254744303709,-28.3182844186898,23.3223,25.2953,24.1696
4060,21326840496942914,1.0,53.4255978089969,-28.3186788440048,23.7454,25.3476,24.5307
4061,21326840496942942,1.0,53.3477056829127,-28.320569640678,19.1676,19.0896,19.0814
4062,21326840496942943,1.0,53.3471956392736,-28.3209369571006,21.8232,22.1084,21.9314
4063,21326840496942944,0.0,53.3466204193689,-28.3212599007755,22.0812,22.3788,22.4649
4064,21326840496942945,0.0,53.3468263980683,-28.3187873112229,21.8875,22.1388,22.1366
4065,21326840496942946,1.0,53.3476086241339,-28.3227735582498,23.1788,24.4318,23.5506
4066,21326840496942970,1.0,53.2598411976646,-28.3188218235428,22.7995,24.3979,23.5851
4067,21326840496942971,1.0,53.2590367925,-28.3190042459912,23.4918,24.3511,24.035
4068,21326840496942972,1.0,53.2601468437094,-28.319598353702,24.1676,24.5821,24.5304
4069,21326840496942976,1.0,53.3048336790847,-28.3194701642055,23.918,24.8656,24.6642
4070,21326840496942979,0.0,53.4291817889705,-28.3199410148455,23.5351,23.9151,23.6236
4071,21326840496942986,1.0,53.2530424121975,-28.3189574077651,23.2642,24.2197,23.6985
4072,21326840496942989,1.0,53.3428002350391,-28.3202516294982,20.6885,22.2634,21.2105
4073,21326840496943004,1.0,53.228227623295,-28.3185777723784,23.2964,24.2418,23.9093
4074,21326840496943006,1.0,53.2070627624588,-28.3186467968933,23.5423,23.361,23.5558
4075,21326840496943016,0.0,53.2708108248431,-28.317781528535,21.3744,21.8703,21.5046
4076,21326840496943017,1.0,53.2713012056827,-28.3194972812015,22.3486,23.1221,23.0152
4077,21326840496943022,1.0,53.3777670927241,-28.3182178595621,21.8582,23.1605,22.5876
4078,21326840496943023,1.0,53.3781991602537,-28.3178653433957,22.4639,23.5483,23.2304
4079,21326840496943041,1.0,53.2298767563049,-28.3169384533175,22.711,24.9247,23.3812
4080,21326840496943042,1.0,53.2290960908201,-28.3161915238407,23.3649,24.6234,24.0894
4081,21326840496943044,1.0,53.4073738255805,-28.3178135753857,21.1355,21.7495,21.3167
4082,21326840496943049,1.0,53.413048610084,-28.3174290138151,22.2211,23.1893,22.9328
4083,21326840496943061,1.0,53.3076286509376,-28.3167782204794,19.2922,19.561,19.3757
4084,21326840496943062,0.0,53.3077669767497,-28.3187084259624,21.0911,21.9433,21.2213
4085,21326840496943063,1.0,53.3104886811835,-28.3182178595621,21.351,23.7027,22.4604
4086,21326840496943089,1.0,53.2730704718514,-28.3152769737713,24.4587,24.3948,24.551
4087,21326840496943097,1.0,53.2836289718344,-28.3132383689039,19.0499,18.926,19.0515
4088,21326840496943098,1.0,53.2830654893764,-28.3136081250476,21.7236,21.9216,21.7772
4089,21326840496943099,0.0,53.2847333774642,-28.3132876696488,23.7602,23.7401,23.9334
4090,21326840496943157,1.0,53.2082630398221,-28.3149367927335,23.9003,24.2495,23.9907
4091,21326840496943164,0.0,53.3412681935949,-28.314465964252,19.1185,19.4651,19.2032
4092,21326840496943165,1.0,53.3413070834964,-28.3151759053783,20.5422,22.1684,21.0061
4093,21326840496943166,1.0,53.3416080469636,-28.3128094533878,22.9168,23.7797,23.1751
4094,21326840496943188,1.0,53.2771203406847,-28.3147198662632,23.5923,23.9668,24.0427
4095,21326840496943194,1.0,53.2357525878667,-28.3149096769005,20.8376,22.9942,21.6717
4096,21326840496943195,0.0,53.2322392396104,-28.3137658880602,21.5017,22.369,21.7648
4097,21326840496943196,1.0,53.2311326814153,-28.313502128155,21.6159,23.1576,22.0663
4098,21326840496943197,0.0,53.2349843700603,-28.3158118983288,23.1114,23.4044,23.4907
4099,21326840496943212,1.0,53.3985624162575,-28.315119208517,19.8268,20.2586,19.9703
4100,21326840496943223,1.0,53.2626730055007,-28.313928581412,22.1833,23.095,22.9116
4101,21326840496943224,0.0,53.2622048529819,-28.3133049249149,23.5047,23.201,23.5197
4102,21326840496943225,1.0,53.4169149782335,-28.3141430412106,21.8927,23.0061,22.2642
4103,21326840496943230,1.0,53.2032644081245,-28.3128686140458,23.4488,24.1391,23.8171
4104,21326840496943235,0.0,53.2523840685161,-28.3132654843108,22.3995,22.8317,22.5141
4105,21326840496943236,1.0,53.2510981310595,-28.3122449637644,24.4457,25.059,24.6406
4106,21326840496943248,1.0,53.3900607576023,-28.3127034572911,21.4865,22.9968,22.0761
4107,21326840496943250,1.0,53.3573683202559,-28.3126960622186,23.1072,23.6881,23.691
4108,21326840496943254,0.0,53.4326545875935,-28.3125851361918,20.8311,22.8994,21.6548
4109,21326840496943263,1.0,53.3211202906623,-28.3120945980382,22.2061,22.9824,22.8315
4110,21326840496943264,0.0,53.3220185006538,-28.3120674829298,24.092,23.8991,24.0077
4111,21326840496943278,1.0,53.3354442723812,-28.3111825481885,24.654,24.9585,24.7694
4112,21326840496943287,1.0,53.2468738560136,-28.3102458564837,22.3854,23.4574,23.0527
4113,21326840496943289,1.0,53.2360243154203,-28.3095433431185,20.666,21.9325,21.0659
4114,21326840496943290,0.0,53.2359437629625,-28.309841602612,21.5293,21.703,21.7469
4115,21326840496943291,1.0,53.2350189736923,-28.3099007616192,22.2823,23.3069,22.7361
4116,21326840496943292,0.0,53.2344383235802,-28.3100067549227,23.9479,24.4878,24.459
4117,21326840496943300,1.0,53.419065797603,-28.3117001971434,21.5505,23.6921,22.3889
4118,21326840496943302,1.0,53.4212540006152,-28.3128710790739,23.2319,24.0031,23.3704
4119,21326840496943320,0.0,53.2776505058608,-28.3102286017139,23.086,23.4508,23.5537
4120,21326840496943326,1.0,53.3330886884407,-28.3127256425119,19.9883,20.7714,20.2446
4121,21326840496943327,1.0,53.3332768158695,-28.3105515128701,21.0413,21.9492,21.7163
4122,21326840496943328,1.0,53.3344755936453,-28.3099402009756,22.8514,23.9739,23.143
4123,21326840496943343,1.0,53.2873875520661,-28.3098243479078,22.2912,23.7326,23.1498
4124,21326840496943349,1.0,53.4274530687569,-28.3103789648021,24.073,25.1195,24.4235
4125,21326840496943361,0.0,53.3477917399567,-28.3081728391714,16.7916,17.1095,16.9113
4126,21326840496943362,0.0,53.3429954420462,-28.3074259712523,18.5955,19.0665,18.7225
4127,21326840496943363,1.0,53.3465436157639,-28.314051834117,19.7237,20.4603,19.9629
4128,21326840496943364,1.0,53.3404471917691,-28.3071646919642,19.7764,21.0368,20.1426
4129,21326840496943366,1.0,53.3493814357089,-28.3111924081451,21.5375,23.4802,22.3646
4130,21326840496943367,1.0,53.348797915047,-28.3127281075367,22.7989,23.9267,23.3135
4131,21326840496943368,1.0,53.3375621700841,-28.3096493360658,22.3763,23.2593,22.9047
4132,21326840496943369,0.0,53.3507694129656,-28.3062921223882,23.6189,23.1255,23.3097
4133,21326840496943370,1.0,53.3501724542358,-28.3146483792278,23.4096,24.2676,23.6482
4134,21326840496943371,1.0,53.3480263211405,-28.3129524250343,23.652,24.9964,24.3151
4135,21326840496943372,1.0,53.3500025154163,-28.3073298401188,22.2647,23.4361,23.0398
4136,21326840496943373,1.0,53.3496852621281,-28.3150822323194,23.9373,23.5175,23.9243
4137,21326840496943375,1.0,53.3437378499474,-28.3079041633094,24.5667,25.1507,24.7005
4138,21326840496943376,1.0,53.341614000436,-28.3053899817075,24.2961,25.026,24.4232
4139,21326840496943379,1.0,53.3481874866687,-28.3054737868036,24.1754,24.989,24.4058
4140,21326840496943399,1.0,53.3588022648963,-28.309161276394,23.0243,23.9611,23.2765
4141,21326840496943403,0.0,53.2941854611287,-28.3108004755759,16.4525,18.197,17.009
4142,21326840496943405,0.0,53.3016045068637,-28.3122770089466,21.0503,23.7975,22.6027
4143,21326840496943441,1.0,53.2654495440358,-28.3084193313847,21.8929,23.6868,22.8455
4144,21326840496943448,0.0,53.4106344720991,-28.3091119775618,22.8483,24.9237,23.798
4145,21326840496943451,1.0,53.3623091669345,-28.3085992710611,22.0322,22.2758,22.2646
4146,21326840496943452,1.0,53.3661160251634,-28.3063685335623,22.0694,22.7633,22.5623
4147,21326840496943453,1.0,53.3668274807008,-28.3057375268016,22.2631,22.6758,22.6968
4148,21326840496943454,1.0,53.3657872734671,-28.3092894534647,22.3147,22.7667,22.7505
4149,21326840496943455,1.0,53.3643842507264,-28.3088605538729,22.6053,24.2876,23.4339
4150,21326840496943456,1.0,53.3651529966879,-28.3078228212098,23.2453,24.8155,24.0087
4151,21326840496943457,1.0,53.3648427537468,-28.307975645812,23.7318,24.5963,24.2924
4152,21326840496943474,1.0,53.4469356729514,-28.3087841409087,23.8613,25.0033,24.3057
4153,21326840496943475,1.0,53.4456713460266,-28.3083552433543,24.3838,25.1586,24.9188
4154,21326840496943482,1.0,53.2313984534887,-28.3078573299718,24.297,25.376,24.7877
4155,21326840496943487,1.0,53.3292298027287,-28.3087101929311,22.9048,23.6929,23.5595
4156,21326840496943497,1.0,53.4194852777558,-28.3082369270919,24.5325,25.3827,24.694
4157,21326840496943501,0.0,53.3273271752236,-28.3078154264766,24.1013,24.9959,24.7619
4158,21326840496943512,1.0,53.2136687548795,-28.3065287507185,22.902,24.3755,23.8141
4159,21326840496943513,1.0,53.2131738051297,-28.3065213560752,23.2933,24.1906,23.9461
4160,21326840496943520,0.0,53.2785226483252,-28.3063685335623,18.8574,20.9158,19.6797
4161,21326840496943529,1.0,53.4493757474073,-28.3067333360533,23.6839,24.4812,23.8901
4162,21326840496943533,1.0,53.3855939147284,-28.3052396256712,22.8862,24.5154,23.3678
4163,21326840496943534,1.0,53.3869094121269,-28.3065607941787,23.6114,24.6054,24.2773
4164,21326840496943541,1.0,53.30471667482,-28.3058632348812,20.4966,20.856,20.7157
4165,21326840496943542,0.0,53.3056391323248,-28.3050301135159,22.5984,23.2527,23.1969
4166,21326840496943543,1.0,53.3052966139112,-28.3041871393666,23.7724,25.063,24.5647
4167,21326840496943559,1.0,53.326751430552,-28.3051853989561,21.9211,22.9523,22.4943
4168,21326840496943560,1.0,53.3275092920176,-28.304470594841,23.8318,24.7923,24.4222
4169,21326840496943562,1.0,53.2490320347042,-28.3048206017732,23.0317,22.813,22.8639
4170,21326840496943566,0.0,53.2263154232766,-28.3074382957628,15.3826,16.4864,15.7867
4171,21326840496943596,0.0,53.4176920309268,-28.305412165403,17.3824,18.0538,17.5813
4172,21326840496943624,1.0,53.4325078915167,-28.3050350432089,22.7138,23.4625,23.3422
4173,21326840496943636,0.0,53.2644984207306,-28.3040121367985,24.9109,24.4776,24.7241
4174,21326840496943640,1.0,53.2701737024028,-28.3034550882872,22.7208,25.0826,23.8477
4175,21326840496943647,1.0,53.249419584771,-28.3031321986712,23.1614,24.3718,23.6025
4176,21326840496943669,1.0,53.2536861445984,-28.3018357204608,22.9334,24.5416,23.7229
4177,21326840496943670,0.0,53.2519021142153,-28.3013846680575,22.848,23.2735,23.1077
4178,21326840496943677,1.0,53.206902676351,-28.3017839602518,24.2984,25.0585,24.8667
4179,21326840496943682,1.0,53.2461339073565,-28.3016976932928,24.06,25.1063,24.62
4180,21326840496943686,1.0,53.2706332168748,-28.3012688243062,22.0993,22.9807,22.7472
4181,21326840496943689,1.0,53.2973476113043,-28.301433963309,23.3861,24.1271,23.9834
4182,21326840496943691,1.0,53.2077663767976,-28.29914422298,20.9038,22.0232,21.3676
4183,21326840496943692,1.0,53.2115013092474,-28.2996618133622,21.1794,23.1412,21.786
4184,21326840496943693,1.0,53.2031995825483,-28.2974485159334,21.6088,22.7026,22.3644
4185,21326840496943694,1.0,53.2059738441039,-28.2988681758055,21.9689,23.1915,22.7208
4186,21326840496943695,1.0,53.2048403528575,-28.2978551873987,22.0298,22.9942,22.7222
4187,21326840496943696,1.0,53.2087350538423,-28.299873779674,22.533,23.1665,22.9987
4188,21326840496943697,1.0,53.2021333863371,-28.2982101019475,23.2202,24.2947,23.9296
4189,21326840496943721,1.0,53.4466675292413,-28.3015103709941,21.1356,21.9961,21.5363
4190,21326840496943783,0.0,53.3669084545136,-28.2982717191773,20.2111,20.577,20.317
4191,21326840496943784,0.0,53.3744153306479,-28.2885415682229,20.8232,23.9444,22.4823
4192,21326840496943787,1.0,53.3763390945744,-28.3079238826157,22.0672,22.7664,22.3636
4193,21326840496943788,1.0,53.3695048864803,-28.2761780671075,22.1915,22.9666,22.6702
4194,21326840496943797,1.0,53.3671595476761,-28.2737779842961,23.3948,23.1691,23.4114
4195,21326840496943805,0.0,53.3778405461636,-28.3069946142819,24.0062,24.7852,24.6087
4196,21326840496943808,0.0,53.3684977129953,-28.300470245282,24.3826,24.1087,24.2996
4197,21326840496943890,1.0,53.2769539177637,-28.3005934823947,21.517,22.8423,22.3398
4198,21326840496943899,1.0,53.2387677945008,-28.2984220653676,21.4505,22.3856,21.992
4199,21326840496943900,1.0,53.2403029630999,-28.2995237890141,22.9439,24.7598,23.8616
4200,21326840496943911,1.0,53.4180129661669,-28.3001325763247,24.5631,25.0911,24.9424
4201,21326840496943917,1.0,53.2231107723412,-28.2992354172932,23.0873,25.2228,23.9914
4202,21326840496943918,1.0,53.2227437375689,-28.3000389165118,23.48,24.9808,24.2971
4203,21326840496943924,1.0,53.4352236022971,-28.3010494609525,22.5009,23.8479,23.1374
4204,21326840496943936,1.0,53.2350140202434,-28.2988780346208,21.9687,23.7488,22.7839
4205,21326840496943940,1.0,53.3426980006774,-28.2991984466162,21.1418,21.7366,21.319
4206,21326840496943954,1.0,53.214956433036,-28.2979020163339,22.2399,23.2706,22.9072
4207,21326840496943957,1.0,53.3541156893569,-28.3043892553667,18.7321,19.5251,19.0082
4208,21326840496943959,1.0,53.3551041529247,-28.3018505090966,23.8627,24.675,24.0455
4209,21326840496943960,1.0,53.3559994813407,-28.3056142837305,24.2844,25.2153,24.7041
4210,21326840496943989,1.0,53.2986536413241,-28.2962630158632,17.8423,18.2837,18.0162
4211,21326840496943990,0.0,53.2993187475575,-28.2917059878053,17.8492,20.243,19.053
4212,21326840496943991,1.0,53.2967670063969,-28.2977147007168,23.1648,23.9925,23.4629
4213,21326840496943992,0.0,53.3024695409276,-28.2954250404118,24.4769,24.0489,24.3059
4214,21326840496944036,0.0,53.2213882221085,-28.2966894000226,23.8368,24.3524,24.2729
4215,21326840496944038,1.0,53.2867341576318,-28.2966450362732,22.907,24.4983,23.7988
4216,21326840496944048,1.0,53.4146657047289,-28.2967707336112,21.403,22.6293,21.7373
4217,21326840496944068,1.0,53.2778701406954,-28.2958538858479,23.068,25.0535,24.0052
4218,21326840496944074,1.0,53.2427327697523,-28.2954151819164,22.8468,23.6139,23.4598
4219,21326840496944075,1.0,53.2418200536584,-28.2955827764633,23.6466,24.5892,24.3581
4220,21326840496944102,0.0,53.428425422368,-28.2949616921126,21.9404,24.1971,23.0061
4221,21326840496944103,1.0,53.4267410185896,-28.293697353026,22.1588,22.7873,22.6402
4222,21326840496944104,1.0,53.4269956465835,-28.2948655722393,22.5599,23.153,23.0276
4223,21326840496944105,1.0,53.4269262437317,-28.2918932928477,23.4698,24.2183,24.0485
4224,21326840496944106,0.0,53.4269385664291,-28.2913609530636,23.5403,23.9139,23.908
4225,21326840496944107,0.0,53.4269093858627,-28.2957429773798,24.5242,24.5665,24.7265
4226,21326840496944118,1.0,53.2557140296332,-28.2942050585349,24.7966,25.2147,25.1764
4227,21326840496944122,1.0,53.2276457260681,-28.2937170696996,23.1574,24.1378,23.7466
4228,21326840496944147,1.0,53.3026289224514,-28.2927928545517,22.741,24.7013,23.6248
4229,21326840496944150,0.0,53.2184852723897,-28.292445351732,23.1702,23.4787,23.5189
4230,21326840496944188,1.0,53.3857178283737,-28.2919770873154,23.1723,24.3883,23.9805
4231,21326840496944190,1.0,53.2905884598689,-28.2917873175858,22.4609,22.7862,22.8127
4232,21326840496944191,0.0,53.2897627610448,-28.2914077791415,22.7316,23.7207,22.9293
4233,21326840496944196,1.0,53.4319923409016,-28.2918637183454,24.4018,25.3502,25.091
4234,21326840496944201,0.0,53.2652933603469,-28.29025931391,22.9427,22.9792,23.1778
4235,21326840496944202,0.0,53.2653845507336,-28.291427495391,23.5217,24.1851,24.0155
4236,21326840496944217,1.0,53.2702136316511,-28.2903505006108,21.2504,23.0795,22.082
4237,21326840496944225,1.0,53.2518699763398,-28.2905328742466,22.1004,23.5077,22.6393
4238,21326840496944246,0.0,53.4349999770971,-28.2873413807258,18.6898,19.1992,18.8293
4239,21326840496944248,0.0,53.4443899577292,-28.2894608174889,22.7229,23.1872,22.787
4240,21326840496944249,1.0,53.441581501334,-28.2810769666101,23.5191,24.5221,23.731
4241,21326840496944250,1.0,53.4419153378983,-28.2829818812389,24.1608,24.8588,24.0924
4242,21326840496944252,0.0,53.4422208829679,-28.2816265051081,24.6072,24.1656,24.4416
4243,21326840496944315,1.0,53.3034851762314,-28.2888964517173,22.1472,22.9755,22.7104
4244,21326840496944333,0.0,53.2553962200022,-28.2905427322898,20.7243,21.8876,21.0411
4245,21326840496944334,1.0,53.2568671912986,-28.2881817569987,22.2961,23.156,22.5347
4246,21326840496944335,1.0,53.258927063197,-28.2886524691878,22.7868,22.7977,22.9763
4247,21326840496944336,1.0,53.2554877731999,-28.2887658347381,23.1834,24.0839,23.414
4248,21326840496944344,0.0,53.2778609060653,-28.2899142838574,19.8664,22.2676,21.0736
4249,21326840496944345,0.0,53.2800350659117,-28.2895421455541,21.0578,23.4567,22.269
4250,21326840496944373,0.0,53.2679189528204,-28.2844703505383,15.5634,15.9496,16.1376
4251,21326840496944374,1.0,53.2736360273274,-28.284260879263,19.6035,20.5075,19.91
4252,21326840496944375,1.0,53.2737085360802,-28.2817472560997,21.5698,22.378,22.0809
4253,21326840496944376,1.0,53.2630327825359,-28.2870012889876,21.8437,22.5869,22.2593
4254,21326840496944377,1.0,53.264688665789,-28.2868312435259,22.697,24.3117,23.3831
4255,21326840496944378,1.0,53.2645766279303,-28.2839750132463,23.3393,24.1152,24.0894
4256,21326840496944409,1.0,53.3118963650398,-28.2873955983497,23.0711,24.0918,23.6946
4257,21326840496944414,1.0,53.2911702828103,-28.2847438960007,21.9147,24.3062,22.9453
4258,21326840496944415,1.0,53.2892370566105,-28.2846354634811,23.6461,24.5135,24.2742
4259,21326840496944416,1.0,53.2917941792657,-28.2859834846964,24.5593,24.8637,24.6315
4260,21326840496944433,1.0,53.2767701022672,-28.2859711626702,22.9508,23.5726,23.513
4261,21326840496944439,1.0,53.2535562930026,-28.2850913736824,24.1928,24.5892,24.5897
4262,21326840496944443,1.0,53.2797179322712,-28.2848449354933,22.4304,23.7289,23.24
4263,21326840496944447,1.0,53.4106049443692,-28.2851924135048,22.3652,23.2593,22.4246
4264,21326840496944465,1.0,53.2778866691717,-28.2843323458871,22.1192,22.5521,22.2128
4265,21326840496944470,1.0,53.4253647075337,-28.2847907191683,22.9093,23.5306,23.4037
4266,21326840496944473,1.0,53.3010963642048,-28.2838370092371,22.5235,23.4771,22.7803
4267,21326840496944474,0.0,53.3013001267616,-28.2830459539921,24.343,23.7517,24.0801
4268,21326840496944509,0.0,53.3058422119676,-28.2817250773359,21.3637,21.7872,21.8117
4269,21326840496944511,1.0,53.2785807910974,-28.281614183586,21.5487,23.1269,21.9799
4270,21326840496944521,0.0,53.3118885283324,-28.2816462195463,22.5914,23.4419,23.2594
